,id,name,type(s),document,filename,doc,tokens,lemmas,POS,proper_nouns
95,98,krabby,['water'],"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",0098_krabby.txt,its pincers are not only powerful weapons they are used for balance when walking sideways,"['its', 'pincers', 'are', 'not', 'only', 'powerful', 'weapons', 'they', 'are', 'used', 'for', 'balance', 'when', 'walking', 'sideways']","['its', 'pincer', 'be', 'not', 'only', 'powerful', 'weapon', 'they', 'be', 'use', 'for', 'balance', 'when', 'walk', 'sideways']","[('PRON', 'PRP$'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('PART', 'RB'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('SCONJ', 'WRB'), ('VERB', 'VBG'), ('ADV', 'RB')]",[]
96,99,kingler,['water'],"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",0099_kingler.txt,the large pincer has 10000 hp of crushing power however its huge size makes it unwieldy to use,"['the', 'large', 'pincer', 'has', '10000', 'hp', 'of', 'crushing', 'power', 'however', 'its', 'huge', 'size', 'makes', 'it', 'unwieldy', 'to', 'use']","['the', 'large', 'pincer', 'have', '10000', 'hp', 'of', 'crush', 'power', 'however', 'its', 'huge', 'size', 'make', 'it', 'unwieldy', 'to', 'use']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB')]",[]
97,100,voltorb,['electric'],"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",0100_voltorb.txt,usually found in power plants easily mistaken for a poké ball they have zapped many people,"['usually', 'found', 'in', 'power', 'plants', 'easily', 'mistaken', 'for', 'a', 'poké', 'ball', 'they', 'have', 'zapped', 'many', 'people']","['usually', 'find', 'in', 'power', 'plant', 'easily', 'mistaken', 'for', 'a', 'poké', 'ball', 'they', 'have', 'zap', 'many', 'people']","[('ADV', 'RB'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]",[]
98,101,electrode,['electric'],It stores electric energy under very high pressure. It often explodes with little or no provocation.,0101_electrode.txt,it stores electric energy under very high pressure it often explodes with little or no provocation,"['it', 'stores', 'electric', 'energy', 'under', 'very', 'high', 'pressure', 'it', 'often', 'explodes', 'with', 'little', 'or', 'no', 'provocation']","['it', 'store', 'electric', 'energy', 'under', 'very', 'high', 'pressure', 'it', 'often', 'explode', 'with', 'little', 'or', 'no', 'provocation']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('PRON', 'DT'), ('NOUN', 'NN')]",[]
99,102,exeggcute,"['grass', 'psychic']","Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",0102_exeggcute.txt,often mistaken for eggs when disturbed they quickly gather and attack in swarms,"['often', 'mistaken', 'for', 'eggs', 'when', 'disturbed', 'they', 'quickly', 'gather', 'and', 'attack', 'in', 'swarms']","['often', 'mistaken', 'for', 'egg', 'when', 'disturb', 'they', 'quickly', 'gather', 'and', 'attack', 'in', 'swarm']","[('ADV', 'RB'), ('VERB', 'VBP'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('SCONJ', 'WRB'), ('VERB', 'VBN'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBP'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('ADP', 'IN'), ('NOUN', 'NNS')]",[]
100,103,exeggutor,"['grass', 'psychic']","Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",0103_exeggutor.txt,legend has it that on rare occasions one of its heads will drop off and continue on as an exeggcute,"['legend', 'has', 'it', 'that', 'on', 'rare', 'occasions', 'one', 'of', 'its', 'heads', 'will', 'drop', 'off', 'and', 'continue', 'on', 'as', 'an', 'exeggcute']","['legend', 'have', 'it', 'that', 'on', 'rare', 'occasion', 'one', 'of', 'its', 'head', 'will', 'drop', 'off', 'and', 'continue', 'on', 'as', 'an', 'exeggcute']","[('NOUN', 'NN'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('SCONJ', 'IN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('NUM', 'CD'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'RP'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('ADP', 'RP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]",[]
101,104,cubone,['ground'],"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face.",0104_cubone.txt,because it never removes its skull helmet no one has ever seen this pokémons real face,"['because', 'it', 'never', 'removes', 'its', 'skull', 'helmet', 'no', 'one', 'has', 'ever', 'seen', 'this', 'pokémons', 'real', 'face']","['because', 'it', 'never', 'remove', 'its', 'skull', 'helmet', 'no', 'one', 'have', 'ever', 'see', 'this', 'pokémon', 'real', 'face']","[('SCONJ', 'IN'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('VERB', 'VBN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
102,105,marowak,['ground'],The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,0105_marowak.txt,the bone it holds is its key weapon it throws the bone skillfully like a boomerang to ko targets,"['the', 'bone', 'it', 'holds', 'is', 'its', 'key', 'weapon', 'it', 'throws', 'the', 'bone', 'skillfully', 'like', 'a', 'boomerang', 'to', 'ko', 'targets']","['the', 'bone', 'it', 'hold', 'be', 'its', 'key', 'weapon', 'it', 'throw', 'the', 'bone', 'skillfully', 'like', 'a', 'boomerang', 'to', 'ko', 'target']","[('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('AUX', 'VBZ'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PROPN', 'NNP'), ('NOUN', 'NNS')]",['ko']
103,106,hitmonlee,['fighting'],"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",0106_hitmonlee.txt,when in a hurry its legs lengthen progressively it runs smoothly with extra long loping strides,"['when', 'in', 'a', 'hurry', 'its', 'legs', 'lengthen', 'progressively', 'it', 'runs', 'smoothly', 'with', 'extra', 'long', 'loping', 'strides']","['when', 'in', 'a', 'hurry', 'its', 'leg', 'lengthen', 'progressively', 'it', 'run', 'smoothly', 'with', 'extra', 'long', 'loping', 'stride']","[('SCONJ', 'WRB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('VERB', 'VB'), ('ADV', 'RB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NNS')]",[]
104,107,hitmonchan,['fighting'],"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",0107_hitmonchan.txt,while apparently doing nothing it fires punches in lightning fast volleys that are impossible to see,"['while', 'apparently', 'doing', 'nothing', 'it', 'fires', 'punches', 'in', 'lightning', 'fast', 'volleys', 'that', 'are', 'impossible', 'to', 'see']","['while', 'apparently', 'do', 'nothing', 'it', 'fire', 'punch', 'in', 'lightning', 'fast', 'volley', 'that', 'be', 'impossible', 'to', 'see']","[('SCONJ', 'IN'), ('ADV', 'RB'), ('VERB', 'VBG'), ('PRON', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'WDT'), ('AUX', 'VBP'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB')]",[]
105,108,lickitung,['normal'],Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.,0108_lickitung.txt,its tongue can be extended like a chameleons it leaves a tingling sensation when it licks enemies,"['its', 'tongue', 'can', 'be', 'extended', 'like', 'a', 'chameleons', 'it', 'leaves', 'a', 'tingling', 'sensation', 'when', 'it', 'licks', 'enemies']","['its', 'tongue', 'can', 'be', 'extend', 'like', 'a', 'chameleon', 'it', 'leave', 'a', 'tingling', 'sensation', 'when', 'it', 'lick', 'enemy']","[('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'MD'), ('AUX', 'VB'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS')]",[]
106,109,koffing,['poison'],"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",0109_koffing.txt,because it stores several kinds of toxic gases in its body it is prone to exploding without warning,"['because', 'it', 'stores', 'several', 'kinds', 'of', 'toxic', 'gases', 'in', 'its', 'body', 'it', 'is', 'prone', 'to', 'exploding', 'without', 'warning']","['because', 'it', 'store', 'several', 'kind', 'of', 'toxic', 'gas', 'in', 'its', 'body', 'it', 'be', 'prone', 'to', 'explode', 'without', 'warn']","[('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('VERB', 'VBG')]",[]
107,110,weezing,['poison'],"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",0110_weezing.txt,where two kinds of poison gases meet 2 koffings can fuse into a weezing over many years,"['where', 'two', 'kinds', 'of', 'poison', 'gases', 'meet', '2', 'koffings', 'can', 'fuse', 'into', 'a', 'weezing', 'over', 'many', 'years']","['where', 'two', 'kind', 'of', 'poison', 'gas', 'meet', '2', 'koffing', 'can', 'fuse', 'into', 'a', 'weezing', 'over', 'many', 'year']","[('SCONJ', 'WRB'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]",[]
108,111,rhyhorn,"['ground', 'rock']","A POKéMON with a one-track mind. Once it charges,  it won't stop running until it falls asleep.",0111_rhyhorn.txt,a pokémon with a onetrack mind once it charges it wont stop running until it falls asleep,"['a', 'pokémon', 'with', 'a', 'onetrack', 'mind', 'once', 'it', 'charges', 'it', 'wo', 'nt', 'stop', 'running', 'until', 'it', 'falls', 'asleep']","['a', 'pokémon', 'with', 'a', 'onetrack', 'mind', 'once', 'it', 'charge', 'it', 'will', 'not', 'stop', 'run', 'until', 'it', 'fall', 'asleep']","[('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('AUX', 'MD'), ('PART', 'RB'), ('VERB', 'VB'), ('VERB', 'VBG'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ')]",[]
109,112,rhydon,"['ground', 'rock']","Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",0112_rhydon.txt,protected by an armorlike hide it is capable of living in molten lava of 3600 degrees,"['protected', 'by', 'an', 'armorlike', 'hide', 'it', 'is', 'capable', 'of', 'living', 'in', 'molten', 'lava', 'of', '3600', 'degrees']","['protect', 'by', 'an', 'armorlike', 'hide', 'it', 'be', 'capable', 'of', 'live', 'in', 'molten', 'lava', 'of', '3600', 'degree']","[('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NUM', 'CD'), ('NOUN', 'NNS')]",[]
110,113,chansey,['normal'],A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,0113_chansey.txt,a rare and elusive pokémon that is said to bring happiness to those who manage to get it,"['a', 'rare', 'and', 'elusive', 'pokémon', 'that', 'is', 'said', 'to', 'bring', 'happiness', 'to', 'those', 'who', 'manage', 'to', 'get', 'it']","['a', 'rare', 'and', 'elusive', 'pokémon', 'that', 'be', 'say', 'to', 'bring', 'happiness', 'to', 'those', 'who', 'manage', 'to', 'get', 'it']","[('DET', 'DT'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'DT'), ('PRON', 'WP'), ('VERB', 'VBP'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP')]",[]
111,114,tangela,['grass'],The whole body is swathed with wide vines that are similar to sea­ weed. Its vines shake as it walks.,0114_tangela.txt,the whole body is swathed with wide vines that are similar to sea weed its vines shake as it walks,"['the', 'whole', 'body', 'is', 'swathed', 'with', 'wide', 'vines', 'that', 'are', 'similar', 'to', 'sea', 'weed', 'its', 'vines', 'shake', 'as', 'it', 'walks']","['the', 'whole', 'body', 'be', 'swathe', 'with', 'wide', 'vine', 'that', 'be', 'similar', 'to', 'sea', 'weed', 'its', 'vine', 'shake', 'as', 'it', 'walk']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'WDT'), ('AUX', 'VBP'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ')]",[]
112,115,kangaskhan,['normal'],The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,0115_kangaskhan.txt,the infant rarely ventures out of its mothers protective pouch until it is 3 years old,"['the', 'infant', 'rarely', 'ventures', 'out', 'of', 'its', 'mothers', 'protective', 'pouch', 'until', 'it', 'is', '3', 'years', 'old']","['the', 'infant', 'rarely', 'venture', 'out', 'of', 'its', 'mother', 'protective', 'pouch', 'until', 'it', 'be', '3', 'year', 'old']","[('DET', 'DT'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('ADJ', 'JJ')]",[]
113,116,horsea,['water'],Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,0116_horsea.txt,known to shoot down flying bugs with precision blasts of ink from the surface of the water,"['known', 'to', 'shoot', 'down', 'flying', 'bugs', 'with', 'precision', 'blasts', 'of', 'ink', 'from', 'the', 'surface', 'of', 'the', 'water']","['know', 'to', 'shoot', 'down', 'fly', 'bug', 'with', 'precision', 'blast', 'of', 'ink', 'from', 'the', 'surface', 'of', 'the', 'water']","[('VERB', 'VBN'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'RP'), ('VERB', 'VBG'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]",[]
114,117,seadra,['water'],Capable of swim­ ming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,0117_seadra.txt,capable of swim ming backwards by rapidly flapping its winglike pectoral fins and stout tail,"['capable', 'of', 'swim', 'ming', 'backwards', 'by', 'rapidly', 'flapping', 'its', 'winglike', 'pectoral', 'fins', 'and', 'stout', 'tail']","['capable', 'of', 'swim', 'ming', 'backwards', 'by', 'rapidly', 'flap', 'its', 'winglike', 'pectoral', 'fin', 'and', 'stout', 'tail']","[('ADJ', 'JJ'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADP', 'IN'), ('ADV', 'RB'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
115,118,goldeen,['water'],"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",0118_goldeen.txt,its tail fin billows like an elegant ballroom dress giving it the nickname of the water queen,"['its', 'tail', 'fin', 'billows', 'like', 'an', 'elegant', 'ballroom', 'dress', 'giving', 'it', 'the', 'nickname', 'of', 'the', 'water', 'queen']","['its', 'tail', 'fin', 'billow', 'like', 'an', 'elegant', 'ballroom', 'dress', 'give', 'it', 'the', 'nickname', 'of', 'the', 'water', 'queen']","[('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('PRON', 'PRP'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN')]",[]
116,119,seaking,['water'],"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",0119_seaking.txt,in the autumn spawning season they can be seen swimming powerfully up rivers and creeks,"['in', 'the', 'autumn', 'spawning', 'season', 'they', 'can', 'be', 'seen', 'swimming', 'powerfully', 'up', 'rivers', 'and', 'creeks']","['in', 'the', 'autumn', 'spawn', 'season', 'they', 'can', 'be', 'see', 'swim', 'powerfully', 'up', 'river', 'and', 'creek']","[('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('AUX', 'VB'), ('VERB', 'VBN'), ('VERB', 'VBG'), ('ADV', 'RB'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('NOUN', 'NNS')]",[]
117,120,staryu,['water'],"If its body is torn, it can grow back if the red core remains. The core flashes at midnight.",0120_staryu.txt,if its body is torn it can grow back if the red core remains the core flashes at midnight,"['if', 'its', 'body', 'is', 'torn', 'it', 'can', 'grow', 'back', 'if', 'the', 'red', 'core', 'remains', 'the', 'core', 'flashes', 'at', 'midnight']","['if', 'its', 'body', 'be', 'tear', 'it', 'can', 'grow', 'back', 'if', 'the', 'red', 'core', 'remain', 'the', 'core', 'flash', 'at', 'midnight']","[('SCONJ', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADV', 'RB'), ('SCONJ', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN')]",[]
118,121,starmie,"['water', 'psychic']",Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,0121_starmie.txt,its central core glows with the seven colors of the rainbow some people value the core as a gem,"['its', 'central', 'core', 'glows', 'with', 'the', 'seven', 'colors', 'of', 'the', 'rainbow', 'some', 'people', 'value', 'the', 'core', 'as', 'a', 'gem']","['its', 'central', 'core', 'glow', 'with', 'the', 'seven', 'color', 'of', 'the', 'rainbow', 'some', 'people', 'value', 'the', 'core', 'as', 'a', 'gem']","[('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('DET', 'DT'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]",[]
119,122,mr-mime,"['psychic', 'fairy']","If interrupted while it is miming, it will slap around the offender with its broad hands.",0122_mr-mime.txt,if interrupted while it is miming it will slap around the offender with its broad hands,"['if', 'interrupted', 'while', 'it', 'is', 'miming', 'it', 'will', 'slap', 'around', 'the', 'offender', 'with', 'its', 'broad', 'hands']","['if', 'interrupt', 'while', 'it', 'be', 'mime', 'it', 'will', 'slap', 'around', 'the', 'offender', 'with', 'its', 'broad', 'hand']","[('SCONJ', 'IN'), ('VERB', 'VBN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBG'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'RP'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]",[]
120,123,scyther,"['bug', 'flying']","With ninja-like agility and speed, it can create the illusion that there is more than one.",0123_scyther.txt,with ninjalike agility and speed it can create the illusion that there is more than one,"['with', 'ninjalike', 'agility', 'and', 'speed', 'it', 'can', 'create', 'the', 'illusion', 'that', 'there', 'is', 'more', 'than', 'one']","['with', 'ninjalike', 'agility', 'and', 'speed', 'it', 'can', 'create', 'the', 'illusion', 'that', 'there', 'be', 'more', 'than', 'one']","[('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'EX'), ('VERB', 'VBZ'), ('ADJ', 'JJR'), ('ADP', 'IN'), ('NUM', 'CD')]",[]
121,124,jynx,"['ice', 'psychic']",It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,0124_jynx.txt,it seductively wiggles its hips as it walks it can cause people to dance in unison with it,"['it', 'seductively', 'wiggles', 'its', 'hips', 'as', 'it', 'walks', 'it', 'can', 'cause', 'people', 'to', 'dance', 'in', 'unison', 'with', 'it']","['it', 'seductively', 'wiggle', 'its', 'hip', 'as', 'it', 'walk', 'it', 'can', 'cause', 'people', 'to', 'dance', 'in', 'unison', 'with', 'it']","[('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('PROPN', 'NNP'), ('ADP', 'IN'), ('PRON', 'PRP')]",['unison']
122,125,electabuzz,['electric'],"Normally found near power plants, they can wander away and cause major blackouts in cities.",0125_electabuzz.txt,normally found near power plants they can wander away and cause major blackouts in cities,"['normally', 'found', 'near', 'power', 'plants', 'they', 'can', 'wander', 'away', 'and', 'cause', 'major', 'blackouts', 'in', 'cities']","['normally', 'find', 'near', 'power', 'plant', 'they', 'can', 'wander', 'away', 'and', 'cause', 'major', 'blackout', 'in', 'city']","[('ADV', 'RB'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADV', 'RB'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NNS')]",[]
123,126,magmar,['fire'],Its body always burns with an orange glow that enables it to hide perfectly among flames.,0126_magmar.txt,its body always burns with an orange glow that enables it to hide perfectly among flames,"['its', 'body', 'always', 'burns', 'with', 'an', 'orange', 'glow', 'that', 'enables', 'it', 'to', 'hide', 'perfectly', 'among', 'flames']","['its', 'body', 'always', 'burn', 'with', 'an', 'orange', 'glow', 'that', 'enable', 'it', 'to', 'hide', 'perfectly', 'among', 'flame']","[('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('PART', 'TO'), ('VERB', 'VB'), ('ADV', 'RB'), ('ADP', 'IN'), ('NOUN', 'NNS')]",[]
