"id","pokemon","description","Doc","Tokens","Lemmas","POS","Proper_Nouns","Named_Entities","NE_Words"
"288","vigoroth","vigoroth is always itching and agitated to go on a wild rampage it simply cant tolerate sitting still for even a minute this pokmons stress level rises if it cant be moving constantly","vigoroth is always itching and agitated to go on a wild rampage it simply cant tolerate sitting still for even a minute this pokmons stress level rises if it cant be moving constantly","['vigoroth', 'is', 'always', 'itching', 'and', 'agitated', 'to', 'go', 'on', 'a', 'wild', 'rampage', 'it', 'simply', 'ca', 'nt', 'tolerate', 'sitting', 'still', 'for', 'even', 'a', 'minute', 'this', 'pokmons', 'stress', 'level', 'rises', 'if', 'it', 'ca', 'nt', 'be', 'moving', 'constantly']","['vigoroth', 'be', 'always', 'itch', 'and', 'agitated', 'to', 'go', 'on', 'a', 'wild', 'rampage', 'it', 'simply', 'can', 'not', 'tolerate', 'sit', 'still', 'for', 'even', 'a', 'minute', 'this', 'pokmon', 'stress', 'level', 'rise', 'if', 'it', 'can', 'not', 'be', 'move', 'constantly']","[('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('VERB', 'VBG'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('ADV', 'RB'), ('AUX', 'MD'), ('PART', 'RB'), ('VERB', 'VB'), ('VERB', 'VBG'), ('ADV', 'RB'), ('ADP', 'IN'), ('ADV', 'RB'), ('DET', 'DT'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('PART', 'RB'), ('AUX', 'VB'), ('VERB', 'VBG'), ('ADV', 'RB')]","[]","[]","[]"
"289","slaking","slaking spends all day lying down and lolling about it eats grass growing within its reach if it eats all the grass it can reach this pokmon reluctantly moves to another spot","slaking spends all day lying down and lolling about it eats grass growing within its reach if it eats all the grass it can reach this pokmon reluctantly moves to another spot","['slaking', 'spends', 'all', 'day', 'lying', 'down', 'and', 'lolling', 'about', 'it', 'eats', 'grass', 'growing', 'within', 'its', 'reach', 'if', 'it', 'eats', 'all', 'the', 'grass', 'it', 'can', 'reach', 'this', 'pokmon', 'reluctantly', 'moves', 'to', 'another', 'spot']","['slake', 'spend', 'all', 'day', 'lie', 'down', 'and', 'loll', 'about', 'it', 'eat', 'grass', 'grow', 'within', 'its', 'reach', 'if', 'it', 'eat', 'all', 'the', 'grass', 'it', 'can', 'reach', 'this', 'pokmon', 'reluctantly', 'move', 'to', 'another', 'spot']","[('VERB', 'VBG'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'RP'), ('CCONJ', 'CC'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'PDT'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]","[]","['DATE']","[all day]"
"290","nincada","nincada lives underground for many years in complete darkness this pokmon absorbs nutrients from the roots of trees it stays motionless as it waits for evolution","nincada lives underground for many years in complete darkness this pokmon absorbs nutrients from the roots of trees it stays motionless as it waits for evolution","['nincada', 'lives', 'underground', 'for', 'many', 'years', 'in', 'complete', 'darkness', 'this', 'pokmon', 'absorbs', 'nutrients', 'from', 'the', 'roots', 'of', 'trees', 'it', 'stays', 'motionless', 'as', 'it', 'waits', 'for', 'evolution']","['nincada', 'live', 'underground', 'for', 'many', 'year', 'in', 'complete', 'darkness', 'this', 'pokmon', 'absorb', 'nutrient', 'from', 'the', 'root', 'of', 'tree', 'it', 'stay', 'motionless', 'as', 'it', 'wait', 'for', 'evolution']","[('NOUN', 'NN'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('NOUN', 'NN')]","[]","['DATE']","[many years]"
"291","ninjask","ninjask moves around at such a high speed that it cannot be seen even while its crying can be clearly heard for that reason this pokmon was long believed to be invisible","ninjask moves around at such a high speed that it cannot be seen even while its crying can be clearly heard for that reason this pokmon was long believed to be invisible","['ninjask', 'moves', 'around', 'at', 'such', 'a', 'high', 'speed', 'that', 'it', 'can', 'not', 'be', 'seen', 'even', 'while', 'its', 'crying', 'can', 'be', 'clearly', 'heard', 'for', 'that', 'reason', 'this', 'pokmon', 'was', 'long', 'believed', 'to', 'be', 'invisible']","['ninjask', 'move', 'around', 'at', 'such', 'a', 'high', 'speed', 'that', 'it', 'can', 'not', 'be', 'see', 'even', 'while', 'its', 'crying', 'can', 'be', 'clearly', 'hear', 'for', 'that', 'reason', 'this', 'pokmon', 'be', 'long', 'believe', 'to', 'be', 'invisible']","[('PROPN', 'NNP'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('ADP', 'IN'), ('DET', 'PDT'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('PRON', 'PRP'), ('AUX', 'MD'), ('PART', 'RB'), ('AUX', 'VB'), ('VERB', 'VBN'), ('ADV', 'RB'), ('SCONJ', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'MD'), ('AUX', 'VB'), ('ADV', 'RB'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBD'), ('ADV', 'RB'), ('VERB', 'VBN'), ('PART', 'TO'), ('AUX', 'VB'), ('ADJ', 'JJ')]","['ninjask']","[]","[]"
"292","shedinja","shedinjas hard body doesnt move not even a twitch in fact its body appears to be merely a hollow shell it is believed that this pokmon will steal the spirit of anyone peering into its hollow body from its back","shedinjas hard body doesnt move not even a twitch in fact its body appears to be merely a hollow shell it is believed that this pokmon will steal the spirit of anyone peering into its hollow body from its back","['shedinjas', 'hard', 'body', 'does', 'nt', 'move', 'not', 'even', 'a', 'twitch', 'in', 'fact', 'its', 'body', 'appears', 'to', 'be', 'merely', 'a', 'hollow', 'shell', 'it', 'is', 'believed', 'that', 'this', 'pokmon', 'will', 'steal', 'the', 'spirit', 'of', 'anyone', 'peering', 'into', 'its', 'hollow', 'body', 'from', 'its', 'back']","['shedinjas', 'hard', 'body', 'do', 'not', 'move', 'not', 'even', 'a', 'twitch', 'in', 'fact', 'its', 'body', 'appear', 'to', 'be', 'merely', 'a', 'hollow', 'shell', 'it', 'be', 'believe', 'that', 'this', 'pokmon', 'will', 'steal', 'the', 'spirit', 'of', 'anyone', 'peer', 'into', 'its', 'hollow', 'body', 'from', 'its', 'back']","[('ADJ', 'JJ'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('PART', 'RB'), ('VERB', 'VB'), ('PART', 'RB'), ('ADV', 'RB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PART', 'TO'), ('AUX', 'VB'), ('ADV', 'RB'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('SCONJ', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN')]","[]","[]","[]"
"293","whismur","normally whismurs voice is very quiet it is barely audible even if one is paying close attention however if this pokmon senses danger it starts crying at an earsplitting volume","normally whismurs voice is very quiet it is barely audible even if one is paying close attention however if this pokmon senses danger it starts crying at an earsplitting volume","['normally', 'whismurs', 'voice', 'is', 'very', 'quiet', 'it', 'is', 'barely', 'audible', 'even', 'if', 'one', 'is', 'paying', 'close', 'attention', 'however', 'if', 'this', 'pokmon', 'senses', 'danger', 'it', 'starts', 'crying', 'at', 'an', 'earsplitting', 'volume']","['normally', 'whismur', 'voice', 'be', 'very', 'quiet', 'it', 'be', 'barely', 'audible', 'even', 'if', 'one', 'be', 'pay', 'close', 'attention', 'however', 'if', 'this', 'pokmon', 'sense', 'danger', 'it', 'start', 'cry', 'at', 'an', 'earsplitte', 'volume']","[('ADV', 'RB'), ('VERB', 'VBZ'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('ADV', 'RB'), ('SCONJ', 'IN'), ('NUM', 'CD'), ('AUX', 'VBZ'), ('VERB', 'VBG'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADV', 'RB'), ('SCONJ', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('VERB', 'VBG'), ('ADP', 'IN'), ('DET', 'DT'), ('VERB', 'VBG'), ('NOUN', 'NN')]","[]","[]","[]"
"294","loudred","loudreds bellowing can completely decimate a woodframe house it uses its voice to punish its foes this pokmons round ears serve as loudspeakers","loudreds bellowing can completely decimate a woodframe house it uses its voice to punish its foes this pokmons round ears serve as loudspeakers","['loudreds', 'bellowing', 'can', 'completely', 'decimate', 'a', 'woodframe', 'house', 'it', 'uses', 'its', 'voice', 'to', 'punish', 'its', 'foes', 'this', 'pokmons', 'round', 'ears', 'serve', 'as', 'loudspeakers']","['loudred', 'bellowing', 'can', 'completely', 'decimate', 'a', 'woodframe', 'house', 'it', 'use', 'its', 'voice', 'to', 'punish', 'its', 'foe', 'this', 'pokmon', 'round', 'ear', 'serve', 'as', 'loudspeaker']","[('NOUN', 'NNS'), ('NOUN', 'NN'), ('AUX', 'MD'), ('ADV', 'RB'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADP', 'IN'), ('NOUN', 'NNS')]","[]","['PERSON']","[loudreds bellowing]"
"295","exploud","exploud triggers earthquakes with the tremors it creates by bellowing if this pokmon violently inhales from the ports on its body its a sign that it is preparing to let loose a huge bellow","exploud triggers earthquakes with the tremors it creates by bellowing if this pokmon violently inhales from the ports on its body its a sign that it is preparing to let loose a huge bellow","['exploud', 'triggers', 'earthquakes', 'with', 'the', 'tremors', 'it', 'creates', 'by', 'bellowing', 'if', 'this', 'pokmon', 'violently', 'inhales', 'from', 'the', 'ports', 'on', 'its', 'body', 'its', 'a', 'sign', 'that', 'it', 'is', 'preparing', 'to', 'let', 'loose', 'a', 'huge', 'bellow']","['exploud', 'trigger', 'earthquake', 'with', 'the', 'tremor', 'it', 'create', 'by', 'bellow', 'if', 'this', 'pokmon', 'violently', 'inhale', 'from', 'the', 'port', 'on', 'its', 'body', 'its', 'a', 'sign', 'that', 'it', 'be', 'prepare', 'to', 'let', 'loose', 'a', 'huge', 'bellow']","[('NOUN', 'NN'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('VERB', 'VBG'), ('SCONJ', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADV', 'RB'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PRON', 'PRP$'), ('DET', 'DT'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBG'), ('PART', 'TO'), ('VERB', 'VB'), ('ADJ', 'JJ'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"296","makuhita","makuhita is tenacious it will keep getting up and attacking its foe however many times it is knocked down every time it gets back up this pokmon stores more energy in its body for evolving","makuhita is tenacious it will keep getting up and attacking its foe however many times it is knocked down every time it gets back up this pokmon stores more energy in its body for evolving","['makuhita', 'is', 'tenacious', 'it', 'will', 'keep', 'getting', 'up', 'and', 'attacking', 'its', 'foe', 'however', 'many', 'times', 'it', 'is', 'knocked', 'down', 'every', 'time', 'it', 'gets', 'back', 'up', 'this', 'pokmon', 'stores', 'more', 'energy', 'in', 'its', 'body', 'for', 'evolving']","['makuhita', 'be', 'tenacious', 'it', 'will', 'keep', 'get', 'up', 'and', 'attack', 'its', 'foe', 'however', 'many', 'time', 'it', 'be', 'knock', 'down', 'every', 'time', 'it', 'get', 'back', 'up', 'this', 'pokmon', 'store', 'more', 'energy', 'in', 'its', 'body', 'for', 'evolve']","[('PROPN', 'NNP'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('VERB', 'VBG'), ('ADP', 'RP'), ('CCONJ', 'CC'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'RP'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('ADP', 'RP'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADJ', 'JJR'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG')]","['makuhita']","[]","[]"
"297","hariyama","it has the habit of challenging others without hesitation to tests of strength its been known to stand on train tracks and stop trains using forearm thrusts","it has the habit of challenging others without hesitation to tests of strength its been known to stand on train tracks and stop trains using forearm thrusts","['it', 'has', 'the', 'habit', 'of', 'challenging', 'others', 'without', 'hesitation', 'to', 'tests', 'of', 'strength', 'its', 'been', 'known', 'to', 'stand', 'on', 'train', 'tracks', 'and', 'stop', 'trains', 'using', 'forearm', 'thrusts']","['it', 'have', 'the', 'habit', 'of', 'challenge', 'other', 'without', 'hesitation', 'to', 'test', 'of', 'strength', 'its', 'be', 'know', 'to', 'stand', 'on', 'train', 'track', 'and', 'stop', 'train', 'use', 'forearm', 'thrust']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP$'), ('AUX', 'VBN'), ('VERB', 'VBN'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('NOUN', 'NNS'), ('VERB', 'VBG'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]","[]","[]","[]"
"298","azurill","a pokmon that lives by water it moves quickly on land by bouncing on its big tail","a pokmon that lives by water it moves quickly on land by bouncing on its big tail","['a', 'pokmon', 'that', 'lives', 'by', 'water', 'it', 'moves', 'quickly', 'on', 'land', 'by', 'bouncing', 'on', 'its', 'big', 'tail']","['a', 'pokmon', 'that', 'live', 'by', 'water', 'it', 'move', 'quickly', 'on', 'land', 'by', 'bounce', 'on', 'its', 'big', 'tail']","[('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"299","nosepass","nosepasss magnetic nose is always pointed to the north if two of these pokmon meet they cannot turn their faces to each other when they are close because their magnetic noses repel one another","nosepasss magnetic nose is always pointed to the north if two of these pokmon meet they cannot turn their faces to each other when they are close because their magnetic noses repel one another","['nosepasss', 'magnetic', 'nose', 'is', 'always', 'pointed', 'to', 'the', 'north', 'if', 'two', 'of', 'these', 'pokmon', 'meet', 'they', 'can', 'not', 'turn', 'their', 'faces', 'to', 'each', 'other', 'when', 'they', 'are', 'close', 'because', 'their', 'magnetic', 'noses', 'repel', 'one', 'another']","['nosepasss', 'magnetic', 'nose', 'be', 'always', 'point', 'to', 'the', 'north', 'if', 'two', 'of', 'these', 'pokmon', 'meet', 'they', 'can', 'not', 'turn', 'their', 'face', 'to', 'each', 'other', 'when', 'they', 'be', 'close', 'because', 'their', 'magnetic', 'nose', 'repel', 'one', 'another']","[('PROPN', 'NNP'), ('PROPN', 'NNP'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('NUM', 'CD'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('ADJ', 'JJ'), ('SCONJ', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('NUM', 'CD'), ('DET', 'DT')]","['nosepasss', 'magnetic']","['CARDINAL', 'CARDINAL']","[two, one]"
"300","skitty","skitty has the habit of becoming fascinated by moving objects and chasing them around this pokmon is known to chase after its own tail and become dizzy","skitty has the habit of becoming fascinated by moving objects and chasing them around this pokmon is known to chase after its own tail and become dizzy","['skitty', 'has', 'the', 'habit', 'of', 'becoming', 'fascinated', 'by', 'moving', 'objects', 'and', 'chasing', 'them', 'around', 'this', 'pokmon', 'is', 'known', 'to', 'chase', 'after', 'its', 'own', 'tail', 'and', 'become', 'dizzy']","['skitty', 'have', 'the', 'habit', 'of', 'become', 'fascinate', 'by', 'move', 'object', 'and', 'chase', 'they', 'around', 'this', 'pokmon', 'be', 'know', 'to', 'chase', 'after', 'its', 'own', 'tail', 'and', 'become', 'dizzy']","[('ADJ', 'JJ'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('VERB', 'VBN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('VERB', 'VBG'), ('PRON', 'PRP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('ADJ', 'JJ')]","[]","['PERSON']","[skitty]"
"301","delcatty","delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace because this pokmon eats and sleeps whenever it decides its daily routines are completely random","delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace because this pokmon eats and sleeps whenever it decides its daily routines are completely random","['delcatty', 'prefers', 'to', 'live', 'an', 'unfettered', 'existence', 'in', 'which', 'it', 'can', 'do', 'as', 'it', 'pleases', 'at', 'its', 'own', 'pace', 'because', 'this', 'pokmon', 'eats', 'and', 'sleeps', 'whenever', 'it', 'decides', 'its', 'daily', 'routines', 'are', 'completely', 'random']","['delcatty', 'prefer', 'to', 'live', 'an', 'unfettered', 'existence', 'in', 'which', 'it', 'can', 'do', 'as', 'it', 'please', 'at', 'its', 'own', 'pace', 'because', 'this', 'pokmon', 'eat', 'and', 'sleep', 'whenever', 'it', 'decide', 'its', 'daily', 'routine', 'be', 'completely', 'random']","[('ADJ', 'JJ'), ('VERB', 'VBZ'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'WDT'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('CCONJ', 'CC'), ('NOUN', 'NNS'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('ADV', 'RB'), ('ADJ', 'JJ')]","[]","['DATE']","[daily]"
"302","sableye","sableye lead quiet lives deep inside caverns they are feared however because these pokmon are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness","sableye lead quiet lives deep inside caverns they are feared however because these pokmon are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness","['sableye', 'lead', 'quiet', 'lives', 'deep', 'inside', 'caverns', 'they', 'are', 'feared', 'however', 'because', 'these', 'pokmon', 'are', 'thought', 'to', 'steal', 'the', 'spirits', 'of', 'people', 'when', 'their', 'eyes', 'burn', 'with', 'a', 'sinister', 'glow', 'in', 'the', 'darkness']","['sableye', 'lead', 'quiet', 'life', 'deep', 'inside', 'cavern', 'they', 'be', 'fear', 'however', 'because', 'these', 'pokmon', 'be', 'think', 'to', 'steal', 'the', 'spirit', 'of', 'people', 'when', 'their', 'eye', 'burn', 'with', 'a', 'sinister', 'glow', 'in', 'the', 'darkness']","[('PROPN', 'NNP'), ('NOUN', 'NN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('ADV', 'RB'), ('SCONJ', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('SCONJ', 'WRB'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]","['sableye']","[]","[]"
"303","mawile","mawhiles huge jaws are actually steel horns that have been transformed its docilelooking face serves to lull its foe into letting down its guard when the foe least expects it mawhile chomps it with its gaping jaws","mawhiles huge jaws are actually steel horns that have been transformed its docilelooking face serves to lull its foe into letting down its guard when the foe least expects it mawhile chomps it with its gaping jaws","['mawhiles', 'huge', 'jaws', 'are', 'actually', 'steel', 'horns', 'that', 'have', 'been', 'transformed', 'its', 'docilelooking', 'face', 'serves', 'to', 'lull', 'its', 'foe', 'into', 'letting', 'down', 'its', 'guard', 'when', 'the', 'foe', 'least', 'expects', 'it', 'mawhile', 'chomps', 'it', 'with', 'its', 'gaping', 'jaws']","['mawhile', 'huge', 'jaw', 'be', 'actually', 'steel', 'horn', 'that', 'have', 'be', 'transform', 'its', 'docilelooke', 'face', 'serve', 'to', 'lull', 'its', 'foe', 'into', 'let', 'down', 'its', 'guard', 'when', 'the', 'foe', 'least', 'expect', 'it', 'mawhile', 'chomp', 'it', 'with', 'its', 'gape', 'jaw']","[('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('ADV', 'RB'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('PRON', 'WDT'), ('AUX', 'VBP'), ('AUX', 'VBN'), ('VERB', 'VBN'), ('PRON', 'PRP$'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('ADP', 'RP'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'WRB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADJ', 'JJS'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('ADJ', 'JJ'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('VERB', 'VBG'), ('NOUN', 'NNS')]","[]","['ORG']","[mawhiles huge jaws are actually steel]"
